type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.0,7.69,0.93,0.43,2.08,0.1,22.18,114.27,1.0,3.25,0.73,9.21,5.03
0.0,8.71,0.29,0.52,1.57,0.11,12.08,37.68,1.0,3.25,0.57,9.54,5.01
0.0,6.41,0.4,0.23,1.63,0.07,4.94,12.19,1.0,3.34,0.56,9.2,5.0
0.0,5.57,0.31,0.37,1.36,0.07,12.57,95.87,1.0,3.33,0.58,9.22,4.99
0.0,6.6,0.52,0.04,2.16,0.07,8.14,16.41,1.0,3.4,0.63,9.4,6.01
0.0,6.61,0.51,0.04,2.15,0.07,6.16,13.2,1.0,3.39,0.63,9.43,6.01
0.0,8.59,0.38,0.36,3.07,0.08,30.42,119.29,1.0,3.2,0.56,9.39,5.0
0.0,7.6,0.51,0.15,2.8,0.11,33.37,71.98,1.0,3.17,0.63,10.25,6.01
0.0,7.69,0.62,0.04,3.82,0.08,25.14,45.03,1.0,3.34,0.53,9.53,4.98
0.0,10.22,0.42,0.57,3.36,0.07,4.3,10.92,1.0,3.04,0.64,9.63,5.0
0.0,7.51,0.62,0.11,5.13,0.11,49.9,108.72,1.0,3.26,0.78,9.41,4.99
0.0,7.78,0.59,0.18,2.27,0.08,16.94,55.09,1.0,3.43,0.59,10.04,4.99
0.0,7.24,0.39,0.25,2.6,0.07,9.56,45.93,1.0,3.41,0.54,9.48,6.04
0.0,8.03,0.52,0.3,2.16,0.08,18.79,51.3,1.0,3.43,0.63,9.2,5.03
0.0,7.67,0.69,0.49,1.7,0.11,20.62,111.76,1.0,3.21,0.71,9.29,4.99
0.0,7.47,0.52,0.16,1.9,0.08,11.99,35.12,1.0,3.38,0.62,9.54,7.0
0.0,7.02,0.74,0.05,2.07,0.08,13.5,58.46,1.0,3.39,0.57,9.77,5.0
0.0,7.24,0.73,0.05,4.68,0.09,4.65,11.75,1.0,3.42,0.39,10.92,4.99
0.0,7.18,0.73,0.06,4.51,0.09,3.92,9.77,1.0,3.41,0.39,10.9,4.98
0.0,7.5,0.52,0.11,1.47,0.08,10.54,37.76,1.0,3.42,0.58,9.58,5.01
0.0,6.6,0.71,0.07,1.67,0.08,5.82,14.6,1.0,3.44,0.57,10.71,5.0
0.0,9.34,0.33,0.57,2.0,0.07,26.77,63.48,1.0,3.28,0.79,10.68,4.99
0.0,7.94,0.7,0.05,1.81,0.07,8.19,18.57,1.0,3.51,0.95,10.53,6.01
0.0,7.66,0.67,0.23,2.22,0.09,16.79,95.62,1.0,3.32,0.48,9.47,4.99
0.0,7.67,0.69,0.22,2.03,0.08,18.52,93.96,1.0,3.31,0.55,9.48,4.99
0.0,8.3,0.68,0.26,2.06,0.08,10.42,39.57,1.0,3.31,0.53,9.18,4.01
0.0,9.7,0.32,0.55,2.3,0.08,28.05,83.3,1.0,3.28,0.82,9.61,4.99
0.0,8.82,0.41,0.64,2.09,0.09,9.4,42.18,1.0,3.54,0.67,10.51,5.0
0.0,8.77,0.41,0.53,2.04,0.09,8.93,42.04,1.0,3.54,0.66,10.52,4.97
0.0,7.11,0.79,0.0,2.43,0.11,14.24,29.91,1.0,3.52,0.54,10.7,6.02
0.0,6.71,0.75,0.12,2.07,0.08,11.53,80.69,1.0,3.38,0.52,10.12,5.03
0.0,7.68,0.63,0.19,1.51,0.08,27.32,117.9,1.0,3.15,1.12,9.06,4.01
0.0,6.18,0.45,0.2,1.42,0.07,3.11,14.84,1.0,3.35,0.56,9.25,4.98
0.0,7.85,0.43,0.7,1.9,0.46,22.06,67.78,1.0,3.13,1.28,9.41,5.01
0.0,7.44,0.5,0.47,1.92,0.09,21.02,74.54,1.0,3.36,0.57,9.11,4.99
0.0,7.29,0.67,0.26,1.78,0.4,16.18,49.91,1.0,3.16,1.14,9.45,4.98
0.0,6.93,0.55,0.15,1.99,0.08,18.73,39.75,1.0,3.41,0.59,10.09,5.01
0.0,8.64,0.49,0.28,1.9,0.11,19.71,136.11,1.0,2.93,1.95,9.88,6.0
0.0,7.69,0.49,0.26,1.84,0.06,8.66,31.42,1.0,3.39,0.64,9.62,4.96
0.0,9.3,0.47,0.44,2.15,0.11,33.63,126.12,1.0,3.14,1.22,9.49,4.99
0.0,7.34,0.62,0.08,1.85,0.08,8.45,24.15,1.0,3.48,0.53,8.98,5.03
0.0,7.9,0.51,0.26,1.68,0.08,41.99,140.07,1.0,3.23,0.54,9.46,4.97
0.0,8.61,0.49,0.28,1.79,0.11,21.06,136.57,1.0,2.93,1.95,9.9,5.98
0.0,8.61,0.49,0.29,1.96,0.11,19.19,132.0,1.0,2.93,1.99,9.79,4.98
0.0,7.66,0.49,0.26,1.94,0.06,8.95,31.97,1.0,3.38,0.65,9.61,5.0
0.0,4.98,1.01,0.03,1.47,0.05,40.56,85.3,0.99,3.75,0.66,10.53,4.0
0.0,4.7,0.64,0.17,2.41,0.06,17.11,104.77,0.99,3.85,0.67,12.88,5.99
0.0,7.02,0.5,0.25,2.16,0.07,3.54,18.93,1.0,3.25,0.64,9.19,4.98
0.0,7.61,0.9,0.06,2.33,0.08,4.72,9.73,1.0,3.39,0.56,9.79,5.0
0.0,8.1,0.55,0.18,1.92,0.08,12.7,37.16,1.0,3.36,0.58,9.02,6.01
0.0,8.32,0.6,0.3,2.06,0.08,10.72,51.99,1.0,3.35,0.61,10.21,5.97
0.0,7.81,0.51,0.3,2.04,0.07,8.06,21.09,1.0,3.31,0.56,10.4,5.99
0.0,8.11,0.54,0.18,2.02,0.08,13.13,33.27,1.0,3.3,0.59,8.97,6.01
0.0,8.15,0.57,0.22,2.17,0.08,12.25,62.83,1.0,3.29,0.51,9.18,4.99
0.0,7.24,0.49,0.23,2.38,0.07,5.23,35.3,1.0,3.33,0.48,9.38,4.99
0.0,8.11,0.58,0.22,2.13,0.08,11.71,66.92,1.0,3.25,0.51,9.19,4.98
0.0,6.18,0.63,0.31,1.74,0.09,14.64,64.48,1.0,3.46,0.79,9.31,5.01
0.0,7.97,0.33,0.53,2.57,0.09,17.87,80.71,1.0,3.36,0.8,9.58,5.99
0.0,8.11,0.79,0.52,2.1,0.12,36.99,153.2,1.0,3.21,0.69,9.44,4.97
0.0,7.83,0.56,0.19,1.87,0.1,12.1,48.14,1.0,3.19,0.93,9.51,5.02
0.0,8.37,0.63,0.09,2.35,0.08,11.19,108.82,1.0,3.15,0.66,9.81,5.0
0.0,8.37,0.6,0.1,2.01,0.08,13.84,110.46,1.0,3.15,0.66,9.82,4.98
0.0,10.14,0.31,0.44,2.22,0.08,21.66,44.35,1.0,3.27,0.67,9.67,5.99
0.0,7.8,0.56,0.16,1.84,0.1,12.57,47.06,1.0,3.19,0.93,9.56,4.95
0.0,9.42,0.4,0.31,2.29,0.09,13.28,62.73,1.0,3.07,0.63,10.5,6.01
0.0,8.31,0.54,0.28,2.27,0.08,10.92,38.99,1.0,3.39,0.61,10.05,6.02
0.0,7.8,0.55,0.12,2.04,0.08,6.92,28.12,1.0,3.37,0.5,9.35,5.99
0.0,7.0,0.68,0.08,1.81,0.1,22.05,87.64,1.0,3.34,0.54,9.22,6.02
0.0,7.26,1.06,0.09,1.8,0.18,9.71,87.54,1.0,3.3,0.57,8.96,5.02
0.0,8.8,0.56,0.04,2.29,0.12,13.77,56.78,1.0,3.21,0.6,10.9,5.97
0.0,7.32,0.73,0.0,2.53,0.08,2.73,14.35,1.0,3.49,0.52,9.23,4.99
0.0,7.99,0.71,-0.0,2.52,0.08,10.36,33.06,1.0,3.44,0.53,9.5,5.0
0.0,9.03,0.62,0.03,1.91,0.15,27.35,89.01,1.0,3.16,0.7,9.4,4.97
0.0,8.22,1.33,-0.0,1.64,0.08,3.19,12.0,1.0,3.53,0.49,10.88,4.98
0.0,8.09,1.32,-0.0,1.94,0.08,2.67,12.14,1.0,3.54,0.49,10.87,4.97
0.0,8.01,0.59,0.16,2.07,0.06,2.92,14.3,1.0,3.41,0.92,10.49,7.0
0.0,6.09,0.38,0.14,1.63,0.07,5.71,18.05,1.0,3.42,0.57,9.37,5.02
0.0,7.99,0.75,0.56,1.99,0.12,30.24,118.27,1.0,3.24,0.66,9.43,5.02
0.0,5.61,0.5,0.09,2.24,0.05,16.93,98.3,0.99,3.63,0.63,12.99,5.01
0.0,5.6,0.5,0.09,2.16,0.05,17.04,96.67,0.99,3.63,0.63,13.03,5.0
0.0,6.6,0.51,0.11,1.37,0.06,17.19,25.08,1.0,3.4,0.58,9.81,6.01
0.0,8.38,0.75,0.11,1.87,0.09,12.43,63.56,1.0,3.19,0.82,9.59,4.98
0.0,8.33,0.71,0.15,1.76,0.09,10.68,52.41,1.0,3.22,0.77,9.47,5.05
0.0,7.21,0.41,0.36,2.09,0.08,12.86,45.39,1.0,3.48,0.64,9.18,5.01
0.0,7.82,0.56,0.19,2.11,0.08,20.05,104.34,1.0,3.33,0.54,9.46,5.0
0.0,7.8,0.56,0.2,2.09,0.08,16.83,106.23,1.0,3.31,0.54,9.51,5.0
0.0,8.43,0.74,0.11,1.87,0.09,16.64,62.52,1.0,3.2,0.82,9.62,4.99
0.0,8.33,0.72,0.15,1.73,0.09,9.91,52.05,1.0,3.23,0.77,9.54,5.01
0.0,5.21,0.34,0.0,1.64,0.05,26.74,62.94,0.99,3.68,0.79,13.98,6.0
0.0,6.31,0.39,0.08,1.83,0.06,3.09,19.29,1.0,3.34,0.58,9.41,5.03
0.0,5.13,0.41,0.0,1.98,0.05,26.82,63.46,0.99,3.68,0.8,14.0,6.0
0.0,8.15,0.64,0.55,1.78,0.12,32.13,141.42,1.0,3.17,0.62,9.39,4.99
0.0,5.79,0.68,0.02,1.87,0.09,20.98,94.12,0.99,3.54,0.52,10.02,4.99
0.0,7.62,0.49,0.26,1.5,0.24,9.96,87.81,1.0,3.11,0.8,9.32,5.01
0.0,6.9,0.49,0.1,2.3,0.07,11.91,30.63,1.0,3.42,0.58,10.25,5.97
0.0,8.98,0.4,0.44,2.68,0.09,10.86,41.68,1.0,3.53,0.61,10.49,6.04
0.0,7.3,0.33,0.47,2.04,0.08,4.91,10.24,1.0,3.33,0.52,10.31,6.01
0.6,9.2,0.52,1.0,3.5,0.61,31.98,69.44,1.0,2.74,2.0,9.39,4.0
0.0,7.49,0.6,0.03,1.81,0.08,25.1,98.38,1.0,3.35,0.54,10.08,4.98
0.0,7.07,0.43,0.42,5.33,0.07,29.06,115.61,1.0,3.42,0.72,10.48,5.0
0.0,7.08,0.46,0.42,5.53,0.07,27.45,129.81,1.0,3.42,0.71,10.5,5.03
0.0,7.11,0.43,0.42,5.53,0.07,28.98,129.33,1.0,3.42,0.72,10.51,5.02
0.0,7.14,0.44,0.42,5.57,0.07,28.21,126.63,1.0,3.42,0.71,10.49,5.03
0.0,7.12,0.68,-0.0,2.13,0.07,12.31,24.01,1.0,3.48,0.5,9.42,4.98
0.0,6.78,0.54,0.18,1.85,0.08,17.54,86.95,1.0,3.59,0.56,9.33,6.01
0.0,7.57,0.96,0.03,1.98,0.09,7.04,19.36,1.0,3.19,0.56,9.58,4.99
0.0,7.62,0.68,0.02,1.29,0.07,8.76,20.62,1.0,3.17,0.63,9.21,4.04
0.0,7.8,0.52,0.04,1.6,0.08,17.23,31.54,1.0,3.33,0.56,10.01,5.99
0.0,7.43,0.6,0.26,2.97,0.07,35.67,120.39,1.0,3.38,0.49,9.4,5.03
0.0,7.26,0.59,0.26,7.08,0.07,35.63,121.89,1.0,3.37,0.73,9.4,4.99
0.0,7.81,0.63,0.48,1.68,0.1,14.25,94.39,1.0,3.19,0.62,9.46,4.97
0.0,6.81,0.64,0.1,2.0,0.08,17.84,99.7,1.0,3.34,0.52,10.21,5.01
0.0,7.3,0.55,0.16,1.63,0.07,17.35,39.87,1.0,3.36,0.48,8.94,4.0
0.0,6.81,0.64,0.07,2.05,0.09,10.94,59.14,1.0,3.47,0.55,10.41,6.0
0.0,8.14,0.7,0.24,1.78,0.36,14.38,63.25,1.0,3.0,1.59,9.48,4.97
0.0,7.93,0.88,0.03,1.77,0.06,3.24,5.69,1.0,3.35,0.33,9.11,4.01
0.0,8.01,0.42,0.17,2.13,0.07,6.5,18.41,1.0,3.29,0.61,9.56,5.99
0.0,8.03,0.42,0.16,2.08,0.07,5.88,19.92,1.0,3.28,0.61,9.21,5.98
0.0,7.29,0.62,0.05,2.97,0.07,23.8,40.51,1.0,3.42,0.57,11.52,5.98
0.0,7.3,0.38,0.21,1.84,0.08,6.07,37.0,1.0,3.33,0.48,9.49,5.0
0.0,6.86,0.5,0.04,1.56,0.08,19.04,47.23,1.0,3.35,0.78,9.52,5.0
0.0,7.27,0.39,0.21,2.06,0.08,9.41,33.29,1.0,3.33,0.47,9.54,5.0
0.0,7.49,0.52,0.42,2.29,0.09,7.91,39.84,1.0,3.58,0.6,10.45,6.03
0.0,6.96,0.81,-0.0,2.55,0.07,6.72,21.0,1.0,3.47,0.56,9.62,5.04
0.0,8.8,0.61,0.14,2.54,0.07,10.23,39.95,1.0,3.19,0.58,9.48,5.01
0.0,8.79,0.61,0.14,2.38,0.07,10.21,40.91,1.0,3.19,0.59,9.51,5.0
0.0,8.87,0.61,0.49,1.85,0.16,23.21,110.3,1.0,3.12,1.02,9.28,5.03
0.0,7.2,0.73,-0.0,2.61,0.08,15.94,43.53,1.0,3.44,0.52,9.29,5.0
0.0,6.71,0.62,0.21,1.81,0.08,8.05,60.9,1.0,3.52,0.58,9.3,5.98
0.0,8.91,0.31,0.57,1.95,0.11,25.67,83.34,1.0,3.26,0.53,9.73,5.01
0.0,7.39,0.38,0.48,1.99,0.08,13.89,57.71,1.0,3.34,0.55,9.18,4.99
0.0,7.99,0.71,0.09,2.67,0.08,8.68,32.42,1.0,3.39,0.49,9.72,4.99
0.0,7.88,0.5,0.34,2.25,0.08,15.41,140.53,1.0,3.2,0.55,9.53,5.01
0.0,7.91,0.49,0.32,1.77,0.08,17.19,145.26,1.0,3.2,0.55,9.48,5.0
0.0,8.17,0.5,0.35,2.95,0.08,21.43,128.42,1.0,3.23,0.62,9.41,5.0
0.0,6.43,0.37,0.26,1.82,0.07,24.03,48.73,1.0,3.57,0.62,9.8,5.99
0.0,6.79,0.63,0.13,3.68,0.1,15.71,127.06,1.0,3.29,0.61,9.51,4.99
0.0,7.6,0.56,0.21,2.02,0.07,6.99,27.79,1.0,3.28,0.55,9.7,4.99
0.0,8.19,0.55,0.21,2.08,0.07,6.9,28.19,1.0,3.28,0.55,9.72,5.0
0.0,7.78,0.58,0.33,2.05,0.07,24.24,122.69,1.0,3.25,0.54,9.39,5.01
0.0,7.24,0.58,0.29,2.41,0.07,15.25,54.52,1.0,3.46,0.59,10.2,5.03
0.0,11.47,0.3,0.6,1.85,0.07,11.9,28.99,1.0,3.17,0.97,10.12,5.99
0.0,5.37,0.84,0.08,1.08,0.05,13.21,92.96,0.99,3.8,0.78,12.97,6.99
0.0,6.92,1.09,0.06,1.96,0.06,17.18,30.94,0.99,3.5,0.43,10.94,4.0
0.0,9.62,0.32,0.47,1.45,0.06,9.08,23.01,1.0,3.22,0.82,10.31,6.99
0.0,8.79,0.37,0.48,2.04,0.1,39.08,144.8,1.0,3.04,1.03,9.28,5.02
0.0,6.78,0.5,0.11,1.61,0.08,16.13,48.1,1.0,3.36,0.79,9.47,5.0
0.0,6.98,0.42,0.35,1.6,0.09,15.17,39.79,1.0,3.44,0.55,9.16,5.0
0.0,12.8,0.3,0.74,2.64,0.1,8.87,28.74,1.0,3.2,0.77,10.8,7.01
0.0,10.76,0.3,0.74,2.61,0.1,9.01,27.85,1.0,3.21,0.77,10.81,7.0
0.0,7.79,0.57,0.31,1.63,0.07,26.55,120.89,1.0,3.29,0.53,9.68,4.99
0.0,8.76,0.44,0.28,2.64,0.1,18.76,94.87,1.0,3.22,0.68,9.39,5.0
0.0,11.01,0.3,0.58,1.88,0.05,6.93,19.3,1.0,3.31,0.87,10.5,7.03
0.0,9.71,0.53,0.61,2.0,0.08,4.91,18.02,1.0,3.31,0.86,12.4,5.98
0.0,7.98,0.73,0.25,2.82,0.08,9.62,61.65,1.0,3.35,0.56,9.97,6.0
0.0,11.53,0.44,0.64,2.06,0.06,4.58,13.52,1.0,3.21,0.67,10.2,6.01
0.0,8.21,0.47,0.26,2.32,0.06,28.38,65.14,1.0,3.3,0.43,10.2,4.99
0.0,7.77,0.73,0.08,2.36,0.09,9.88,42.24,1.0,3.24,0.71,9.81,6.01
0.0,6.98,0.49,0.49,5.53,0.07,25.91,121.28,1.0,3.34,0.76,10.47,4.97
0.0,8.72,0.63,0.17,2.02,0.1,12.68,50.33,1.0,3.14,0.57,11.01,5.03
0.0,8.09,0.73,0.22,2.23,0.07,11.71,42.38,1.0,3.36,0.55,9.11,5.03
0.0,7.5,0.49,0.19,1.77,0.08,11.44,43.96,1.0,3.39,0.57,9.7,5.0
0.0,7.8,0.53,0.33,2.56,0.08,24.05,144.31,1.0,3.3,0.6,9.49,5.02
0.0,7.82,0.34,0.37,1.99,0.08,24.1,57.1,1.0,3.34,0.59,9.41,6.0
0.0,7.41,0.53,0.26,2.15,0.1,16.18,70.31,1.0,3.23,0.57,9.42,4.99
0.0,6.86,0.61,0.04,1.47,0.06,5.28,9.48,1.0,3.42,0.6,9.51,5.0
0.0,8.57,0.64,0.25,2.14,0.08,8.12,26.87,1.0,3.28,0.6,9.99,5.99
0.0,7.71,0.43,0.25,2.6,0.07,29.06,61.87,1.0,3.37,0.58,10.51,6.03
0.0,8.91,0.59,0.5,1.85,0.34,27.49,80.44,1.0,3.04,1.61,9.53,6.0
0.0,9.01,0.82,0.14,2.64,0.09,8.65,23.46,1.0,3.39,0.55,9.8,5.02
0.0,7.67,0.43,0.25,2.62,0.07,28.88,63.46,1.0,3.42,0.56,10.51,6.0
0.0,7.31,0.52,0.25,2.77,0.08,9.8,36.11,1.0,3.46,0.5,10.99,4.96
0.0,5.17,0.48,0.04,1.61,0.06,18.24,106.29,0.99,3.54,0.62,12.22,6.96
0.0,8.01,0.58,0.06,1.71,0.08,12.82,47.46,1.0,3.37,0.52,9.86,6.0
0.0,8.5,0.37,0.2,2.74,0.09,18.07,56.89,1.0,3.34,0.7,9.57,5.99
0.0,6.91,0.52,0.25,2.44,0.08,10.29,54.33,1.0,3.46,0.49,10.99,5.01
0.0,8.19,1.0,0.09,2.15,0.06,6.65,38.68,1.0,3.32,0.55,9.03,6.03
0.0,7.2,0.63,-0.0,1.84,0.1,14.2,38.62,1.0,3.37,0.58,9.02,6.03
0.0,7.22,0.65,-0.0,2.0,0.1,12.7,36.3,1.0,3.37,0.58,9.16,6.01
0.0,7.18,0.63,0.01,1.85,0.1,14.25,37.27,1.0,3.37,0.54,9.7,6.01
0.0,8.2,1.0,0.1,1.95,0.06,7.03,36.35,1.0,3.32,0.55,8.99,6.01
0.0,9.33,0.63,0.37,1.61,0.26,4.8,61.8,1.0,3.0,1.09,9.28,5.0
0.0,11.98,0.38,0.56,2.06,0.09,5.67,25.62,1.0,3.15,0.71,10.9,5.99
0.0,7.74,0.58,0.09,1.85,0.1,28.65,109.47,1.0,3.08,0.49,9.8,5.97
0.0,15.01,0.32,0.44,2.1,0.07,9.74,24.18,1.0,3.06,0.84,9.22,6.98
0.0,15.02,0.21,0.44,2.38,0.08,9.6,24.22,1.0,3.07,0.84,9.19,7.0
0.0,7.33,0.66,-0.0,2.08,0.08,6.16,22.85,1.0,3.61,0.96,9.89,5.98
0.0,7.12,0.68,0.03,1.95,0.08,15.74,49.72,1.0,3.38,0.52,9.49,4.98
0.0,8.22,0.6,0.17,2.27,0.07,11.47,70.41,1.0,3.2,0.45,9.28,5.03
0.0,7.68,0.53,0.06,1.84,0.07,8.87,37.57,1.0,3.34,0.48,9.81,6.01
0.0,7.37,0.66,-0.0,1.89,0.08,5.75,20.88,1.0,3.61,0.96,9.93,5.98
0.0,10.8,0.4,0.44,1.71,0.11,16.05,37.54,1.0,3.21,0.78,10.01,5.98
0.0,7.09,0.61,-0.0,1.73,0.07,11.48,32.42,1.0,3.47,0.7,9.89,5.97
0.0,11.06,0.35,0.5,2.48,0.09,4.99,20.54,1.0,3.17,0.54,10.47,4.99
0.0,7.72,0.78,0.42,1.92,0.09,7.83,84.08,1.0,3.23,0.59,9.5,5.03
0.0,7.09,0.6,-0.0,1.69,0.07,15.81,35.96,1.0,3.47,0.7,9.93,6.01
0.0,8.0,0.57,0.23,3.22,0.07,17.04,118.67,1.0,3.26,0.57,9.43,5.03
0.0,9.38,0.34,0.38,2.72,0.08,5.07,11.66,1.0,3.22,0.61,10.81,4.97
0.0,6.64,0.69,-0.0,2.13,0.08,11.73,55.57,1.0,3.49,0.67,9.17,5.0
0.0,10.02,0.32,0.47,2.52,0.08,13.93,31.3,1.0,3.36,0.79,10.56,6.98
0.0,7.96,0.34,0.23,1.82,0.08,17.75,43.33,1.0,3.29,0.66,9.26,5.02
0.0,6.99,0.98,0.04,2.01,0.09,12.19,67.62,1.0,3.35,0.6,9.38,4.01
0.0,7.97,0.52,0.03,1.68,0.07,10.03,35.01,1.0,3.34,0.57,10.02,4.99
0.0,7.89,0.46,0.23,1.67,0.08,23.44,49.43,1.0,3.29,0.67,9.28,5.0
0.0,12.5,0.56,0.49,2.43,0.09,4.97,28.7,1.0,3.08,0.87,10.85,4.98
0.0,11.86,0.26,0.52,1.81,0.07,6.17,10.7,1.0,3.19,0.71,10.19,7.0
0.0,8.09,0.87,-0.0,3.31,0.08,25.64,61.47,1.0,3.6,0.72,9.81,4.0
0.0,7.9,0.31,0.45,3.62,0.08,15.19,36.8,1.0,3.35,0.86,12.79,8.01
0.0,6.9,0.54,0.04,2.85,0.08,6.95,24.57,1.0,3.69,0.91,9.34,5.98
0.0,11.49,0.18,0.51,4.06,0.1,3.93,24.04,1.0,3.28,0.97,10.1,6.0
0.0,7.88,0.54,0.06,3.98,0.09,26.67,60.92,1.0,3.36,0.67,10.69,6.02
0.0,11.47,0.18,0.51,3.95,0.11,3.67,24.14,1.0,3.28,0.97,10.09,6.0
0.0,10.89,0.37,0.58,3.9,0.07,16.94,63.6,1.0,3.23,0.78,10.1,5.02
0.0,7.51,0.65,0.18,7.09,0.09,26.76,93.39,1.0,3.38,0.77,9.39,5.01
0.0,7.89,0.54,0.05,4.06,0.09,26.96,60.47,1.0,3.36,0.67,10.68,5.98
0.0,6.92,0.54,0.04,2.98,0.08,7.01,26.85,1.0,3.69,0.91,9.39,6.01
0.0,11.54,0.17,0.51,4.02,0.1,16.57,24.05,1.0,3.28,0.97,10.08,6.0
0.0,10.34,0.32,0.45,6.63,0.07,4.61,13.25,1.0,3.23,0.82,12.64,7.96
0.0,8.87,0.4,0.32,5.52,0.09,10.2,45.74,1.0,3.38,0.78,10.52,7.0
0.0,11.33,0.26,0.44,3.59,0.07,6.3,19.96,1.0,3.12,0.82,9.27,5.99
0.0,7.71,0.27,0.68,3.42,0.36,5.48,9.71,1.0,3.26,1.08,9.87,6.99
0.0,7.6,0.52,0.12,2.9,0.07,11.71,52.34,1.0,3.36,0.57,9.09,4.97
0.0,8.94,0.4,0.33,2.88,0.09,10.11,47.56,1.0,3.38,0.77,10.51,6.99
0.0,9.92,0.68,0.07,3.26,0.1,31.83,69.86,1.0,3.31,0.71,9.8,5.0
0.0,9.91,0.58,0.07,3.51,0.1,25.52,70.41,1.0,3.31,0.71,9.77,5.01
0.0,12.02,0.45,0.55,2.13,0.07,25.28,48.57,1.0,3.1,0.76,10.3,6.0
0.0,7.48,0.4,0.13,3.01,0.09,28.31,51.13,1.0,3.37,0.7,10.27,5.99
0.0,8.7,0.52,0.09,2.57,0.09,19.46,47.87,1.0,3.34,0.86,10.59,7.01
0.0,11.58,0.42,0.53,3.26,0.11,32.85,99.15,1.0,3.2,0.95,9.16,5.0
0.0,8.69,0.52,0.09,2.5,0.09,19.88,48.7,1.0,3.35,0.86,10.56,7.01
0.0,11.0,0.21,0.48,2.02,0.34,6.07,27.04,1.0,3.3,0.71,10.49,5.01
0.0,10.39,0.55,0.23,2.72,0.09,18.39,50.33,1.0,3.22,0.64,10.29,6.0
0.0,6.89,0.36,0.25,2.36,0.1,4.43,56.37,1.0,3.41,0.6,10.13,6.02
0.0,13.29,0.35,0.52,2.98,0.09,17.59,55.51,1.0,3.05,0.81,9.51,6.0
0.0,10.84,0.5,0.46,2.68,0.07,5.1,26.79,1.0,3.05,0.64,9.53,5.02
0.0,10.64,0.82,0.37,2.58,0.09,26.02,68.8,1.0,3.16,0.52,9.93,5.0
0.0,7.06,0.63,0.06,2.07,0.08,8.21,29.17,1.0,3.67,0.73,10.23,4.99
0.0,7.19,0.65,0.02,2.32,0.09,5.0,31.14,1.0,3.68,0.8,9.73,4.99
0.0,6.95,0.67,0.06,2.2,0.08,8.41,33.53,1.0,3.68,0.71,9.59,5.0
0.0,7.49,0.53,0.06,2.49,0.09,19.82,46.5,1.0,3.38,0.59,10.69,5.97
0.0,11.13,0.18,0.48,1.45,0.07,7.32,15.06,1.0,3.22,0.64,10.1,6.0
0.0,8.3,0.7,0.12,2.67,0.09,12.88,27.49,1.0,3.51,0.72,10.03,4.99
0.0,7.39,0.67,0.12,1.71,0.19,4.8,22.34,1.0,3.39,0.54,9.49,4.98
0.0,8.44,0.65,0.6,2.05,0.11,11.8,90.55,1.0,3.2,0.52,9.18,5.01
0.0,10.29,0.53,0.48,2.49,0.06,6.12,26.64,1.0,3.12,0.59,9.32,5.98
0.0,7.61,0.62,0.16,2.29,0.08,7.48,54.96,1.0,3.36,0.51,9.4,5.01
0.0,10.32,0.41,0.42,2.24,0.21,5.84,13.48,1.0,3.19,0.62,9.51,6.01
0.0,10.34,0.43,0.44,2.48,0.21,4.66,11.64,1.0,3.19,0.64,9.44,6.02
0.0,7.43,0.29,0.37,1.74,0.06,9.11,29.21,1.0,3.41,0.53,9.51,5.98
0.0,10.29,0.54,0.48,2.45,0.06,6.33,24.94,1.0,3.27,0.6,9.28,5.99
0.0,7.91,0.53,0.24,1.94,0.07,14.74,104.44,1.0,3.27,0.54,9.41,5.99
0.0,9.0,0.46,0.31,2.8,0.09,18.84,96.16,1.0,3.32,0.63,9.49,5.97
0.0,8.62,0.47,0.3,3.01,0.08,30.33,133.86,1.0,3.3,0.53,9.36,4.97
0.0,7.4,0.35,0.28,2.62,0.09,25.76,70.99,1.0,3.38,0.68,11.0,5.03
0.0,7.09,0.35,0.29,2.69,0.1,19.8,52.31,1.0,3.42,0.65,10.99,6.01
0.0,9.74,0.6,0.23,3.42,0.1,37.57,92.03,1.0,3.25,0.65,10.08,5.0
0.0,9.52,0.77,0.12,3.03,0.08,29.41,73.91,1.0,3.3,0.64,10.41,6.02
0.0,9.82,0.66,0.39,2.72,0.08,21.55,58.62,1.0,3.37,0.71,11.51,7.0
0.0,9.57,0.77,0.12,3.06,0.08,30.22,73.32,1.0,3.29,0.64,10.42,6.02
0.0,9.8,0.66,0.39,2.92,0.08,20.67,58.78,1.0,3.37,0.71,11.44,6.98
0.0,9.3,0.61,0.25,3.38,0.09,25.15,87.07,1.0,3.24,0.62,9.7,5.0
0.0,7.8,0.62,0.05,2.23,0.08,5.53,17.75,1.0,3.3,0.63,9.33,5.04
0.0,10.29,0.58,0.42,2.99,0.09,35.01,72.34,1.0,3.28,0.7,9.51,6.0
0.0,10.02,0.49,0.2,11.15,0.07,13.02,49.33,1.0,3.17,0.69,9.2,6.01
0.0,10.01,0.49,0.2,10.98,0.07,12.24,50.14,1.0,3.16,0.69,9.19,5.99
0.0,11.59,0.53,0.66,3.58,0.12,6.14,12.87,1.0,3.05,0.71,11.5,7.01
0.0,10.29,0.44,0.5,4.76,0.11,4.79,11.93,1.0,3.2,0.83,11.47,5.02
